Name,Department,empid,Salary,Address
Beverage and Tobacco Product Manufacturing,Level 3,CC15,44,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,5186,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,90,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1053,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,172,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,501,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,4,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,C,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,2752,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,C,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1144,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1283,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,110,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,7039,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,2479,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,2872,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,451,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,160,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1689,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,7039,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,3468,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1580,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1992,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,590200,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,12600,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,157,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,76,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,C,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,3,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,2,
Beverage and Tobacco Product Manufacturing,Level 3,CC15,49,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,5157,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,261,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,4820,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,31,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,0,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,44,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,5186,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,90,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1053,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,172,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,501,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,4,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,C,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,2752,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,C,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1144,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1283,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,110,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,7039,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,2479,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,2872,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,451,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,160,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1689,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,7039,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,3468,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1580,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1992,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,590200,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,12600,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,157,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,76,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,C,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,3,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,2,
Beverage and Tobacco Product Manufacturing,Level 4,CC151,49,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,2414,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,192,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,2128,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,C,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,2,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,C,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,2290,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,29,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,6,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,43,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,424,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,1,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,146,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,1625,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,17,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,429,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,436,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,130,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,1554,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,924,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,377,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,61,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,15,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,253,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,1554,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,630,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,606,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,317,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,247100,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,13300,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,152,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,80,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,24,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,21,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,8,
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,41,
Textile and Leather Manufacturing,Level 4,CC211,1939,
Textile and Leather Manufacturing,Level 4,CC211,137,
Textile and Leather Manufacturing,Level 4,CC211,1712,
Textile and Leather Manufacturing,Level 4,CC211,C,
Textile and Leather Manufacturing,Level 4,CC211,1,
Textile and Leather Manufacturing,Level 4,CC211,C,
Textile and Leather Manufacturing,Level 4,CC211,1822,
Textile and Leather Manufacturing,Level 4,CC211,22,
Textile and Leather Manufacturing,Level 4,CC211,4,
Textile and Leather Manufacturing,Level 4,CC211,33,
Textile and Leather Manufacturing,Level 4,CC211,270,
Textile and Leather Manufacturing,Level 4,CC211,1,
Textile and Leather Manufacturing,Level 4,CC211,106,
Textile and Leather Manufacturing,Level 4,CC211,1371,
Textile and Leather Manufacturing,Level 4,CC211,16,
Textile and Leather Manufacturing,Level 4,CC211,307,
Textile and Leather Manufacturing,Level 4,CC211,317,
Textile and Leather Manufacturing,Level 4,CC211,126,
Textile and Leather Manufacturing,Level 4,CC211,1254,
Textile and Leather Manufacturing,Level 4,CC211,703,
Textile and Leather Manufacturing,Level 4,CC211,317,
Textile and Leather Manufacturing,Level 4,CC211,50,
Textile and Leather Manufacturing,Level 4,CC211,11,
Textile and Leather Manufacturing,Level 4,CC211,233,
Textile and Leather Manufacturing,Level 4,CC211,1254,
Textile and Leather Manufacturing,Level 4,CC211,504,
Textile and Leather Manufacturing,Level 4,CC211,485,
Textile and Leather Manufacturing,Level 4,CC211,265,
Textile and Leather Manufacturing,Level 4,CC211,333300,
Textile and Leather Manufacturing,Level 4,CC211,21700,
Textile and Leather Manufacturing,Level 4,CC211,145,
Textile and Leather Manufacturing,Level 4,CC211,80,
Textile and Leather Manufacturing,Level 4,CC211,22,
Textile and Leather Manufacturing,Level 4,CC211,25,
Textile and Leather Manufacturing,Level 4,CC211,10,
Textile and Leather Manufacturing,Level 4,CC211,40,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,476,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,56,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,416,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,2,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,468,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,7,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,2,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,10,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,154,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,0,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,40,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,254,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,122,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,119,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,4,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,301,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,220,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,61,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,11,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,4,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,20,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,301,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,126,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,121,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,53,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,120300,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1000,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,181,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,84,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,28,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,3,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,42,
Wood Product Manufacturing,Level 3,CC31,4495,
Wood Product Manufacturing,Level 3,CC31,234,
Wood Product Manufacturing,Level 3,CC31,4216,
Wood Product Manufacturing,Level 3,CC31,8,
Wood Product Manufacturing,Level 3,CC31,1,
Wood Product Manufacturing,Level 3,CC31,35,
Wood Product Manufacturing,Level 3,CC31,4426,
Wood Product Manufacturing,Level 3,CC31,61,
Wood Product Manufacturing,Level 3,CC31,12,
Wood Product Manufacturing,Level 3,CC31,147,
Wood Product Manufacturing,Level 3,CC31,803,
Wood Product Manufacturing,Level 3,CC31,1,
Wood Product Manufacturing,Level 3,CC31,166,
Wood Product Manufacturing,Level 3,CC31,3202,
Wood Product Manufacturing,Level 3,CC31,36,
Wood Product Manufacturing,Level 3,CC31,527,
Wood Product Manufacturing,Level 3,CC31,558,
Wood Product Manufacturing,Level 3,CC31,100,
Wood Product Manufacturing,Level 3,CC31,4163,
Wood Product Manufacturing,Level 3,CC31,1346,
Wood Product Manufacturing,Level 3,CC31,1406,
Wood Product Manufacturing,Level 3,CC31,187,
Wood Product Manufacturing,Level 3,CC31,73,
Wood Product Manufacturing,Level 3,CC31,1411,
Wood Product Manufacturing,Level 3,CC31,4163,
Wood Product Manufacturing,Level 3,CC31,1926,
Wood Product Manufacturing,Level 3,CC31,1016,
Wood Product Manufacturing,Level 3,CC31,1221,
Wood Product Manufacturing,Level 3,CC31,281700,
Wood Product Manufacturing,Level 3,CC31,6300,
Wood Product Manufacturing,Level 3,CC31,133,
Wood Product Manufacturing,Level 3,CC31,78,
Wood Product Manufacturing,Level 3,CC31,29,
Wood Product Manufacturing,Level 3,CC31,5,
Wood Product Manufacturing,Level 3,CC31,2,
Wood Product Manufacturing,Level 3,CC31,46,
Wood Product Manufacturing,Level 4,CC311,4495,
Wood Product Manufacturing,Level 4,CC311,234,
Wood Product Manufacturing,Level 4,CC311,4216,
Wood Product Manufacturing,Level 4,CC311,8,
Wood Product Manufacturing,Level 4,CC311,1,
Wood Product Manufacturing,Level 4,CC311,35,
Wood Product Manufacturing,Level 4,CC311,4426,
Wood Product Manufacturing,Level 4,CC311,61,
Wood Product Manufacturing,Level 4,CC311,12,
Wood Product Manufacturing,Level 4,CC311,147,
Wood Product Manufacturing,Level 4,CC311,803,
Wood Product Manufacturing,Level 4,CC311,1,
Wood Product Manufacturing,Level 4,CC311,166,
Wood Product Manufacturing,Level 4,CC311,3202,
Wood Product Manufacturing,Level 4,CC311,36,
Wood Product Manufacturing,Level 4,CC311,527,
Wood Product Manufacturing,Level 4,CC311,558,
Wood Product Manufacturing,Level 4,CC311,100,
Wood Product Manufacturing,Level 4,CC311,4163,
Wood Product Manufacturing,Level 4,CC311,1346,
Wood Product Manufacturing,Level 4,CC311,1406,
Wood Product Manufacturing,Level 4,CC311,187,
Wood Product Manufacturing,Level 4,CC311,73,
Wood Product Manufacturing,Level 4,CC311,1411,
Wood Product Manufacturing,Level 4,CC311,4163,
Wood Product Manufacturing,Level 4,CC311,1926,
Wood Product Manufacturing,Level 4,CC311,1016,
Wood Product Manufacturing,Level 4,CC311,1221,
Wood Product Manufacturing,Level 4,CC311,281700,
Wood Product Manufacturing,Level 4,CC311,6300,
Wood Product Manufacturing,Level 4,CC311,133,
Wood Product Manufacturing,Level 4,CC311,78,
Wood Product Manufacturing,Level 4,CC311,29,
Wood Product Manufacturing,Level 4,CC311,5,
Wood Product Manufacturing,Level 4,CC311,2,
Wood Product Manufacturing,Level 4,CC311,46,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,3260,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,2854,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,4,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,0,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,3423,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,34,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,10,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,154,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,418,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,2361,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,491,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,425,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,-229,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,2579,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,1040,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,1110,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,190,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,85,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,429,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,2579,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,1341,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,580,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,658,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,633400,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,-44500,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,179,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,106,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,-17,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,-9,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 3,CC32,52,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,3260,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,2854,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,4,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,0,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,3423,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,34,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,10,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,154,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,418,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,2361,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,491,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,425,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,-229,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,2579,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,1040,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,1110,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,190,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,85,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,429,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,2579,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,1341,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,580,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,658,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,633400,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,-44500,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,179,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,106,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,C,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,-17,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,-9,
"Pulp, Paper and Converted Paper Product Manufacturing",Level 4,CC321,52,
Printing,Level 3,CC41,1702,
Printing,Level 3,CC41,107,
Printing,Level 3,CC41,1575,
Printing,Level 3,CC41,4,
Printing,Level 3,CC41,0,
Printing,Level 3,CC41,16,
Printing,Level 3,CC41,1722,
Printing,Level 3,CC41,34,
Printing,Level 3,CC41,7,
Printing,Level 3,CC41,70,
Printing,Level 3,CC41,440,
Printing,Level 3,CC41,1,
Printing,Level 3,CC41,104,
Printing,Level 3,CC41,921,
Printing,Level 3,CC41,147,
Printing,Level 3,CC41,102,
Printing,Level 3,CC41,103,
Printing,Level 3,CC41,-19,
Printing,Level 3,CC41,1281,
Printing,Level 3,CC41,516,
Printing,Level 3,CC41,441,
Printing,Level 3,CC41,84,
Printing,Level 3,CC41,29,
Printing,Level 3,CC41,324,
Printing,Level 3,CC41,1281,
Printing,Level 3,CC41,366,
Printing,Level 3,CC41,549,
Printing,Level 3,CC41,366,
Printing,Level 3,CC41,201400,
Printing,Level 3,CC41,-2200,
Printing,Level 3,CC41,94,
Printing,Level 3,CC41,75,
Printing,Level 3,CC41,3,
Printing,Level 3,CC41,-5,
Printing,Level 3,CC41,-1,
Printing,Level 3,CC41,29,
Printing,Level 4,CC411,1702,
Printing,Level 4,CC411,107,
Printing,Level 4,CC411,1575,
Printing,Level 4,CC411,4,
Printing,Level 4,CC411,0,
Printing,Level 4,CC411,16,
Printing,Level 4,CC411,1722,
Printing,Level 4,CC411,34,
Printing,Level 4,CC411,7,
Printing,Level 4,CC411,70,
Printing,Level 4,CC411,440,
Printing,Level 4,CC411,1,
Printing,Level 4,CC411,104,
Printing,Level 4,CC411,921,
Printing,Level 4,CC411,147,
Printing,Level 4,CC411,102,
Printing,Level 4,CC411,103,
Printing,Level 4,CC411,-19,
Printing,Level 4,CC411,1281,
Printing,Level 4,CC411,516,
Printing,Level 4,CC411,441,
Printing,Level 4,CC411,84,
Printing,Level 4,CC411,29,
Printing,Level 4,CC411,324,
Printing,Level 4,CC411,1281,
Printing,Level 4,CC411,366,
Printing,Level 4,CC411,549,
Printing,Level 4,CC411,366,
Printing,Level 4,CC411,201400,
Printing,Level 4,CC411,-2200,
Printing,Level 4,CC411,94,
Printing,Level 4,CC411,75,
Printing,Level 4,CC411,3,
Printing,Level 4,CC411,-5,
Printing,Level 4,CC411,-1,
Printing,Level 4,CC411,29,
Petroleum and Coal Product Manufacturing,Level 3,CC51,12248,
Petroleum and Coal Product Manufacturing,Level 3,CC51,3887,
Petroleum and Coal Product Manufacturing,Level 3,CC51,8165,
Petroleum and Coal Product Manufacturing,Level 3,CC51,118,
Petroleum and Coal Product Manufacturing,Level 3,CC51,C,
Petroleum and Coal Product Manufacturing,Level 3,CC51,C,
Petroleum and Coal Product Manufacturing,Level 3,CC51,11604,
Petroleum and Coal Product Manufacturing,Level 3,CC51,61,
Petroleum and Coal Product Manufacturing,Level 3,CC51,1886,
Petroleum and Coal Product Manufacturing,Level 3,CC51,149,
Petroleum and Coal Product Manufacturing,Level 3,CC51,181,
Petroleum and Coal Product Manufacturing,Level 3,CC51,3,
Petroleum and Coal Product Manufacturing,Level 3,CC51,3339,
Petroleum and Coal Product Manufacturing,Level 3,CC51,5954,
Petroleum and Coal Product Manufacturing,Level 3,CC51,34,
Petroleum and Coal Product Manufacturing,Level 3,CC51,1617,
Petroleum and Coal Product Manufacturing,Level 3,CC51,1509,
Petroleum and Coal Product Manufacturing,Level 3,CC51,536,
Petroleum and Coal Product Manufacturing,Level 3,CC51,6011,
Petroleum and Coal Product Manufacturing,Level 3,CC51,3953,
Petroleum and Coal Product Manufacturing,Level 3,CC51,1675,
Petroleum and Coal Product Manufacturing,Level 3,CC51,228,
Petroleum and Coal Product Manufacturing,Level 3,CC51,C,
Petroleum and Coal Product Manufacturing,Level 3,CC51,383,
Petroleum and Coal Product Manufacturing,Level 3,CC51,6011,
Petroleum and Coal Product Manufacturing,Level 3,CC51,2527,
Petroleum and Coal Product Manufacturing,Level 3,CC51,2378,
Petroleum and Coal Product Manufacturing,Level 3,CC51,1107,
Petroleum and Coal Product Manufacturing,Level 3,CC51,8577800,
Petroleum and Coal Product Manufacturing,Level 3,CC51,375500,
Petroleum and Coal Product Manufacturing,Level 3,CC51,166,
Petroleum and Coal Product Manufacturing,Level 3,CC51,103,
Petroleum and Coal Product Manufacturing,Level 3,CC51,14,
Petroleum and Coal Product Manufacturing,Level 3,CC51,21,
Petroleum and Coal Product Manufacturing,Level 3,CC51,9,
Petroleum and Coal Product Manufacturing,Level 3,CC51,42,
Petroleum and Coal Product Manufacturing,Level 4,CC511,12248,
Petroleum and Coal Product Manufacturing,Level 4,CC511,3887,
Petroleum and Coal Product Manufacturing,Level 4,CC511,8165,
Petroleum and Coal Product Manufacturing,Level 4,CC511,118,
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,
Petroleum and Coal Product Manufacturing,Level 4,CC511,11604,
Petroleum and Coal Product Manufacturing,Level 4,CC511,61,
Petroleum and Coal Product Manufacturing,Level 4,CC511,1886,
Petroleum and Coal Product Manufacturing,Level 4,CC511,149,
Petroleum and Coal Product Manufacturing,Level 4,CC511,181,
Petroleum and Coal Product Manufacturing,Level 4,CC511,3,
Petroleum and Coal Product Manufacturing,Level 4,CC511,3339,
Petroleum and Coal Product Manufacturing,Level 4,CC511,5954,
Petroleum and Coal Product Manufacturing,Level 4,CC511,34,
Petroleum and Coal Product Manufacturing,Level 4,CC511,1617,
Petroleum and Coal Product Manufacturing,Level 4,CC511,1509,
Petroleum and Coal Product Manufacturing,Level 4,CC511,536,
Petroleum and Coal Product Manufacturing,Level 4,CC511,6011,
Petroleum and Coal Product Manufacturing,Level 4,CC511,3953,
Petroleum and Coal Product Manufacturing,Level 4,CC511,1675,
Petroleum and Coal Product Manufacturing,Level 4,CC511,228,
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,
Petroleum and Coal Product Manufacturing,Level 4,CC511,383,
Petroleum and Coal Product Manufacturing,Level 4,CC511,6011,
Petroleum and Coal Product Manufacturing,Level 4,CC511,2527,
Petroleum and Coal Product Manufacturing,Level 4,CC511,2378,
Petroleum and Coal Product Manufacturing,Level 4,CC511,1107,
Petroleum and Coal Product Manufacturing,Level 4,CC511,8577800,
Petroleum and Coal Product Manufacturing,Level 4,CC511,375500,
Petroleum and Coal Product Manufacturing,Level 4,CC511,166,
Petroleum and Coal Product Manufacturing,Level 4,CC511,103,
Petroleum and Coal Product Manufacturing,Level 4,CC511,14,
Petroleum and Coal Product Manufacturing,Level 4,CC511,21,
Petroleum and Coal Product Manufacturing,Level 4,CC511,9,
Petroleum and Coal Product Manufacturing,Level 4,CC511,42,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,4894,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,972,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,3790,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,89,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,5,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,37,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,4517,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,59,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,14,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,149,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,511,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,5,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,692,
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,3046,
